Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_01 Spectral Count	Blank_50umC12_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_03 Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_01 Unique Spectral Count	Blank_50umC12_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_03 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_01 Total Spectral Count	Blank_50umC12_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_03 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Intensity	10ngQCHeLa_50umC12_0min_1x_02 Intensity	10ngQCHeLa_50umC12_0min_1x_03 Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Intensity	200pgQCHeLa_50umC12_0min_1x_04 Intensity	200pgQCHeLa_50umC12_0min_1x_05 Intensity	200pgQCHeLa_50umC12_0min_1x_06 Intensity	20ngQCHeLa_50umC12_0min_1x_01 Intensity	20ngQCHeLa_50umC12_0min_1x_02 Intensity	20ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_50umC12_0min_1x_01 Intensity	2ngQCHeLa_50umC12_0min_1x_02 Intensity	2ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	Blank_50umC12_0min_1x_01 Intensity	Blank_50umC12_0min_1x_02 Intensity	Blank_50umC12_0min_1x_03 Intensity	10ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_04 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_05 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_06 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_01 MaxLFQ Intensity	Blank_50umC12_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P82932|RT06_HUMAN	P82932	RT06_HUMAN	MRPS6	125	Homo sapiens	1:Experimental evidence at protein level	28S ribosomal protein S6, mitochondrial	0.9998	0.9987	3	6	6	6	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	9518832.0	7620582.0	9425936.0	0.0	0.0	0.0	0.0	7648151.5	9492635.0	7597590.5	1231386.6	0.0	2311731.5	5986116.5	6421256.0	0.0	0.0	0.0	6770296.0	5516039.0	7623553.0	0.0	0.0	0.0	0.0	6312790.5	6802195.0	6103955.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P82933|RT09_HUMAN	P82933	RT09_HUMAN	MRPS9	396	Homo sapiens	1:Experimental evidence at protein level	28S ribosomal protein S9, mitochondrial	1.0	0.999	6	29	29	29	3	5	4	0	0	0	0	6	6	5	0	0	0	0	0	0	0	0	3	5	4	0	0	0	0	6	6	5	0	0	0	0	0	0	0	0	3	5	4	0	0	0	0	6	6	5	0	0	0	0	0	0	0	0	2.4345198E7	2.793089E7	2.5400518E7	0.0	0.0	0.0	0.0	3.7263144E7	3.633186E7	3.7802224E7	1.1737882E7	2.169586E7	1.6270671E7	2.0509292E7	1.8200596E7	0.0	0.0	0.0	7865803.5	7842944.0	8539002.0	0.0	0.0	0.0	0.0	9403042.0	8755574.0	8270971.0	8911562.0	8347733.0	7959471.5	9918722.0	1.0318296E7	0.0	0.0	0.0	
sp|P82970|HMGN5_HUMAN	P82970	HMGN5_HUMAN	HMGN5	282	Homo sapiens	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 5	1.0	0.999	8	48	48	48	6	4	5	0	0	0	0	7	7	8	4	2	4	1	0	0	0	0	6	4	5	0	0	0	0	7	7	8	4	2	4	1	0	0	0	0	6	4	5	0	0	0	0	7	7	8	4	2	4	1	0	0	0	0	8.455808E7	8.3694304E7	9.1094912E7	0.0	0.0	0.0	0.0	6.4337508E7	6.2059212E7	6.0776096E7	4.8571804E7	3.7291996E7	5.6400872E7	2.1918948E7	1.865217E7	6903051.0	0.0	0.0	1.904916E7	1.9024036E7	1.8824432E7	0.0	0.0	0.0	0.0	1.790474E7	1.784642E7	1.8310366E7	1.7903224E7	1.6884968E7	1.9224414E7	1.288263E7	1.2580101E7	0.0	0.0	0.0	
sp|P82979|SARNP_HUMAN	P82979	SARNP_HUMAN	SARNP	210	Homo sapiens	1:Experimental evidence at protein level	SAP domain-containing ribonucleoprotein	1.0	0.999	9	67	67	67	6	4	4	0	3	4	0	7	7	5	6	5	7	4	5	0	0	0	6	4	4	0	3	4	0	7	7	5	6	5	7	4	5	0	0	0	6	4	4	0	3	4	0	7	7	5	6	5	7	4	5	0	0	0	1.43776944E8	1.51162336E8	1.4532536E8	0.0	7.76476E7	5.9695864E7	1.11172376E8	1.444996E8	1.40777376E8	1.41253888E8	1.58298768E8	1.4720112E8	1.66553456E8	1.6223512E8	1.53399504E8	1.40663664E8	0.0	0.0	3.0512424E7	3.0574748E7	2.9138582E7	0.0	3.5311756E7	2.9051716E7	2.9284294E7	2.7101498E7	2.6860714E7	2.6440464E7	3.3025382E7	3.2124122E7	3.4785228E7	3.0298266E7	2.9780872E7	3.2438454E7	0.0	0.0	
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L24	1.0	0.999	5	73	73	73	5	5	7	4	3	4	0	6	5	7	5	5	5	6	5	1	0	0	5	5	7	4	3	4	0	6	5	7	5	5	5	6	5	1	0	0	5	5	7	4	3	4	0	6	5	7	5	5	5	6	5	1	0	0	5.6936525E8	5.9598298E8	6.1304218E8	4.5137872E8	5.4555302E8	5.4716269E8	5.4433792E8	6.3545971E8	6.061767E8	6.3407482E8	4.92188128E8	5.5871872E8	5.18780736E8	5.9633261E8	5.9685747E8	4.44361376E8	0.0	0.0	1.94500976E8	1.90603696E8	1.9803376E8	2.00185744E8	1.97115824E8	1.72143344E8	1.91595888E8	1.84024016E8	1.76504144E8	1.83980256E8	1.7889208E8	1.85434976E8	1.81710576E8	1.81138288E8	1.85607424E8	1.63998704E8	0.0	0.0	
sp|P83876|TXN4A_HUMAN	P83876	TXN4A_HUMAN	TXNL4A	142	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin-like protein 4A	0.9999	0.999	2	2	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2504709.5	7655592.0	1.4258248E7	0.0	0.0	0.0	0.0	3890015.2	2.4755418E7	2740877.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5509856.5	9727163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P83881|RL36A_HUMAN	P83881	RL36A_HUMAN	RPL36A	106	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L36a	0.9966	0.9989	3	24	3	24	2	2	1	1	1	2	0	2	3	2	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	2	1	1	1	2	0	2	3	2	1	2	3	1	1	0	0	0	7.256284E7	7.2968504E7	6.5303472E7	5.1655464E7	4.922014E7	7.7355496E7	0.0	5.977892E7	6.084328E7	5.567098E7	7.669672E7	8.6257152E7	7.7165184E7	5.2587064E7	4.3394344E7	8.5778544E7	0.0	0.0	5.994626E7	6.2384684E7	5.4231496E7	0.0	0.0	5.7192416E7	0.0	4.9630356E7	5.2226568E7	4.7390156E7	5.9574224E7	6.8939912E7	6.1976996E7	3.5329144E7	0.0	0.0	0.0	0.0	
sp|P83916|CBX1_HUMAN	P83916	CBX1_HUMAN	CBX1	185	Homo sapiens	1:Experimental evidence at protein level	Chromobox protein homolog 1	1.0	0.999	3	14	14	37	1	1	1	0	0	0	0	2	2	2	2	1	2	0	0	0	0	0	1	1	1	0	0	0	0	2	2	2	2	1	2	0	0	0	0	0	2	3	3	1	0	0	0	6	2	5	4	4	3	2	2	0	0	0	2.0356052E7	0.0	2.175394E7	0.0	0.0	0.0	0.0	1.706624E7	2.1143688E7	2.2767952E7	1.4938435E7	1.5675536E7	1.667366E7	2.0901138E7	7141983.0	0.0	0.0	0.0	1.1538771E7	0.0	1.352745E7	0.0	0.0	0.0	0.0	1.0591803E7	1.3062755E7	1.4099029E7	8904211.0	8823249.0	1.0167499E7	1.2751589E7	0.0	0.0	0.0	0.0	
sp|P84085|ARF5_HUMAN	P84085	ARF5_HUMAN	ARF5	180	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor 5	1.0	0.999	8	12	12	67	1	1	1	0	0	0	0	3	2	3	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	3	2	3	0	1	0	0	0	0	0	0	6	5	5	1	3	3	0	10	7	9	3	3	3	3	3	3	0	0	1.069245E7	1.1148743E7	1.2140937E7	0.0	0.0	0.0	0.0	1.3178268E7	1.1823182E7	1.4620862E7	4109747.2	6737096.5	2548859.8	4585350.0	0.0	0.0	0.0	0.0	6276462.5	8246833.5	7212147.5	0.0	0.0	0.0	0.0	6846871.5	6231335.5	7723502.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P84090|ERH_HUMAN	P84090	ERH_HUMAN	ERH	104	Homo sapiens	1:Experimental evidence at protein level	Enhancer of rudimentary homolog	1.0	0.999	4	61	61	61	6	5	5	1	1	1	0	6	7	7	5	5	5	4	3	0	0	0	6	5	5	1	1	1	0	6	7	7	5	5	5	4	3	0	0	0	6	5	5	1	1	1	0	6	7	7	5	5	5	4	3	0	0	0	2.45079088E8	2.3239104E8	2.30871648E8	0.0	1.53895952E8	1.49655344E8	1.61652384E8	2.268768E8	2.24744512E8	2.3146136E8	2.27939904E8	2.3997304E8	2.210624E8	2.91999936E8	3.0887536E8	1.89052752E8	0.0	0.0	1.619748E8	1.6745368E8	1.62489104E8	0.0	0.0	0.0	0.0	1.5660272E8	1.43286336E8	1.5700856E8	1.8168136E8	1.5609496E8	1.72234752E8	1.73860064E8	1.78037824E8	1.46581792E8	0.0	0.0	
sp|P84095|RHOG_HUMAN	P84095	RHOG_HUMAN	RHOG	191	Homo sapiens	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoG	1.0	0.999	7	47	47	59	5	5	5	0	0	0	0	7	6	7	4	2	2	3	1	0	0	0	5	5	5	0	0	0	0	7	6	7	4	2	2	3	1	0	0	0	6	6	6	0	1	1	0	8	7	8	5	3	3	3	2	0	0	0	4.8290508E7	5.598046E7	5.5578324E7	0.0	0.0	0.0	0.0	5.3966784E7	5.2318728E7	5.4186128E7	4.333296E7	4.8832864E7	3.2901524E7	4.4622928E7	3.830232E7	0.0	0.0	0.0	1.2684983E7	1.2095552E7	1.1915057E7	0.0	0.0	0.0	0.0	1.1473751E7	1.0965601E7	1.0805972E7	1.1270709E7	1.3050005E7	1.0985218E7	1.4547006E7	1.5912356E7	0.0	0.0	0.0	
sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L19	1.0	0.999	4	45	45	45	5	4	4	1	1	2	0	4	4	5	4	4	4	1	2	0	0	0	5	4	4	1	1	2	0	4	4	5	4	4	4	1	2	0	0	0	5	4	4	1	1	2	0	4	4	5	4	4	4	1	2	0	0	0	2.47649472E8	2.67471376E8	2.86951424E8	5.2365384E7	4.5431624E7	7.8196224E7	1.03647448E8	2.6278408E8	2.63299344E8	3.29887616E8	1.31389784E8	1.68092048E8	1.00728056E8	1.56268432E8	1.69744288E8	2.32876928E8	0.0	0.0	1.39758112E8	1.61820528E8	1.47126832E8	0.0	0.0	5.2394404E7	7.6811584E7	1.37518064E8	1.70793264E8	1.61186256E8	7.9481096E7	1.20501384E8	1.01410792E8	7.712952E7	8.2825752E7	1.7702952E8	0.0	0.0	
sp|P84103|SRSF3_HUMAN	P84103	SRSF3_HUMAN	SRSF3	164	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 3	1.0	0.999	7	56	56	79	4	4	4	2	2	3	0	7	6	7	4	4	5	2	2	0	0	0	4	4	4	2	2	3	0	7	6	7	4	4	5	2	2	0	0	0	6	6	6	2	3	4	0	9	8	9	6	6	7	4	3	0	0	0	1.80110608E8	1.90970912E8	1.87959392E8	1.36409984E8	1.31042968E8	1.37541248E8	1.30096304E8	1.7979624E8	1.7056032E8	1.70706272E8	1.66808736E8	1.860996E8	1.700936E8	1.33315144E8	1.26675056E8	1.31236608E8	0.0	0.0	1.09770832E8	1.02947328E8	1.01081784E8	8.995368E7	7.9070528E7	9.2127328E7	9.3401352E7	9.4475688E7	9.2391424E7	8.8882032E7	1.05198912E8	1.11633464E8	1.08436208E8	8.4478736E7	8.4827072E7	9.8799352E7	0.0	0.0	
sp|P98082|DAB2_HUMAN	P98082	DAB2_HUMAN	DAB2	770	Homo sapiens	1:Experimental evidence at protein level	Disabled homolog 2	1.0	0.999	9	42	42	42	6	1	5	0	0	0	0	8	7	8	1	2	3	1	0	0	0	0	6	1	5	0	0	0	0	8	7	8	1	2	3	1	0	0	0	0	6	1	5	0	0	0	0	8	7	8	1	2	3	1	0	0	0	0	5.2700452E7	3.6224556E7	4.4139012E7	0.0	0.0	0.0	0.0	4.9998548E7	5.0565908E7	5.2698636E7	2.404508E7	1.3296046E7	4.0837736E7	3.4102656E7	1.8326244E7	0.0	0.0	0.0	1.0136237E7	9072932.0	9756437.0	0.0	0.0	0.0	0.0	9819473.0	1.004259E7	1.0720371E7	8648338.0	7808963.5	9238376.0	1.118059E7	9843523.0	0.0	0.0	0.0	
sp|P98175|RBM10_HUMAN	P98175	RBM10_HUMAN	RBM10	930	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 10	1.0	0.999	12	47	43	47	8	4	3	0	0	0	0	10	9	5	2	1	3	1	1	0	0	0	7	3	3	0	0	0	0	9	8	5	2	1	3	1	1	0	0	0	8	4	3	0	0	0	0	10	9	5	2	1	3	1	1	0	0	0	5.1121524E7	6.1740128E7	4.6394836E7	0.0	0.0	0.0	0.0	6.4954608E7	6.3607452E7	5.3936792E7	4.9147296E7	5.9058612E7	6.2886444E7	7.164512E7	3.9768952E7	1.0227533E7	0.0	0.0	1.1856148E7	1.2060463E7	1.140924E7	0.0	0.0	0.0	0.0	1.0863354E7	1.078018E7	1.0510087E7	1.1896088E7	1.1700898E7	1.1218481E7	1.3217945E7	1.2435639E7	0.0	0.0	0.0	
sp|P98179|RBM3_HUMAN	P98179	RBM3_HUMAN	RBM3	157	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 3	0.7327	0.9872	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	774292.56	617580.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P98194|AT2C1_HUMAN	P98194	AT2C1_HUMAN	ATP2C1	919	Homo sapiens	1:Experimental evidence at protein level	Calcium-transporting ATPase type 2C member 1	0.9675	0.9988	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1951023.0	1483876.8	2110493.2	0.0	0.0	0.0	0.0	1762520.8	1665156.5	2095005.2	0.0	2227502.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c	1.0	0.999	4	60	39	60	7	4	5	1	1	1	0	6	6	6	5	4	7	4	3	0	0	0	4	3	3	0	0	0	0	4	4	4	4	3	6	2	2	0	0	0	7	4	5	1	1	1	0	6	6	6	5	4	7	4	3	0	0	0	1.32506576E8	1.37790064E8	1.32663624E8	7.9307144E7	1.00812792E8	1.07182112E8	1.13307376E8	1.39294384E8	1.36058304E8	1.37874288E8	1.22058624E8	1.51843232E8	1.30393912E8	1.4360088E8	1.44247232E8	8.6625208E7	5.9908904E7	0.0	8.8179176E7	8.4770152E7	8.4499568E7	0.0	0.0	1.01167768E8	8.281224E7	8.8124272E7	8.3225176E7	8.531168E7	8.00636E7	9.4217016E7	1.1559648E8	8.7522656E7	8.8645792E7	5.8182608E7	0.0	0.0	
sp|Q00059|TFAM_HUMAN	Q00059	TFAM_HUMAN	TFAM	246	Homo sapiens	1:Experimental evidence at protein level	Transcription factor A, mitochondrial	1.0	0.999	5	37	37	37	5	5	4	0	0	0	0	4	4	4	3	3	3	1	1	0	0	0	5	5	4	0	0	0	0	4	4	4	3	3	3	1	1	0	0	0	5	5	4	0	0	0	0	4	4	4	3	3	3	1	1	0	0	0	6.453568E7	7.4153264E7	7.6269944E7	0.0	0.0	0.0	0.0	7.3515616E7	8.2122032E7	8.5794904E7	5.8084872E7	6.0653164E7	5.1859504E7	4.922772E7	5.4574908E7	0.0	0.0	0.0	2.5368438E7	2.96234E7	2.9531904E7	0.0	0.0	0.0	0.0	2.7506096E7	2.8911578E7	3.1163808E7	2.9378642E7	2.9133016E7	3.0863528E7	2.2255218E7	2.8635534E7	0.0	0.0	0.0	
sp|Q00169|PIPNA_HUMAN	Q00169	PIPNA_HUMAN	PITPNA	270	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol transfer protein alpha isoform	1.0	0.9988	3	5	5	7	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	0	2449009.2	2154246.5	2553759.8	0.0	0.0	0.0	0.0	3367986.5	3715097.8	4304584.5	4959581.0	2076612.1	6615414.0	4128509.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00325|MPCP_HUMAN	Q00325	MPCP_HUMAN	SLC25A3	362	Homo sapiens	1:Experimental evidence at protein level	Phosphate carrier protein, mitochondrial	1.0	0.999	10	146	146	146	16	8	12	2	6	6	0	12	13	16	10	12	10	12	11	0	0	0	16	8	12	2	6	6	0	12	13	16	10	12	10	12	11	0	0	0	16	8	12	2	6	6	0	12	13	16	10	12	10	12	11	0	0	0	4.87444E8	6.6781926E8	6.6287686E8	2.08010592E8	3.9959024E8	3.95438848E8	3.38070272E8	6.841207E8	6.5858394E8	6.7589216E8	5.392007E8	5.8902035E8	5.12631616E8	6.320144E8	6.9145357E8	4.54889728E8	0.0	0.0	2.21666224E8	2.0023904E8	2.02904816E8	1.55236624E8	2.03056208E8	2.23411488E8	2.01314032E8	2.08096768E8	1.99623536E8	2.06967664E8	2.01616448E8	2.20396288E8	1.86391088E8	2.1508864E8	2.09668E8	1.70442576E8	0.0	0.0	
sp|Q00341|VIGLN_HUMAN	Q00341	VIGLN_HUMAN	HDLBP	1268	Homo sapiens	1:Experimental evidence at protein level	Vigilin	1.0	0.999	26	122	122	122	13	8	10	0	0	0	0	18	17	22	11	9	10	2	2	0	0	0	13	8	10	0	0	0	0	18	17	22	11	9	10	2	2	0	0	0	13	8	10	0	0	0	0	18	17	22	11	9	10	2	2	0	0	0	1.59513584E8	1.30130952E8	1.49990528E8	0.0	0.0	0.0	4930163.0	1.48294256E8	1.47608608E8	1.50642944E8	1.26703856E8	1.35794656E8	1.43009488E8	1.30831824E8	8.267508E7	6089148.0	0.0	0.0	1.381124E7	1.340168E7	1.3911202E7	0.0	0.0	0.0	0.0	1.3798054E7	1.3815653E7	1.3177203E7	1.442549E7	1.4203125E7	1.5319069E7	1.6106284E7	1.5544874E7	0.0	0.0	0.0	
sp|Q00403|TF2B_HUMAN	Q00403	TF2B_HUMAN	GTF2B	316	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor IIB	0.8055	0.9915	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	3767320.5	3131128.2	0.0	0.0	0.0	0.0	3330187.2	4682328.0	0.0	1597940.1	5929118.5	4867629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00535|CDK5_HUMAN	Q00535	CDK5_HUMAN	CDK5	292	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent-like kinase 5	1.0	0.9943	6	8	8	24	2	0	1	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	4	1	2	0	1	1	1	4	4	2	1	1	1	0	1	0	0	0	1.0190188E7	1.1801552E7	9407061.0	0.0	0.0	0.0	0.0	1.9064638E7	1.0804168E7	1.139384E7	3959730.8	4707357.5	3314702.5	0.0	0.0	0.0	0.0	0.0	5990088.0	6732385.0	6027908.0	0.0	0.0	0.0	0.0	7882434.0	6612572.0	6563592.0	0.0	5488512.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00536|CDK16_HUMAN	Q00536	CDK16_HUMAN	CDK16	496	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 16	0.9974	0.9983	3	6	4	22	0	1	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	2	1	0	1	1	1	4	4	1	1	1	2	0	1	0	0	0	1568604.4	1854791.9	1697562.2	0.0	0.0	0.0	0.0	1665032.0	1567309.1	1561129.9	1873771.4	1596712.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00577|PURA_HUMAN	Q00577	PURA_HUMAN	PURA	322	Homo sapiens	1:Experimental evidence at protein level	Transcriptional activator protein Pur-alpha	1.0	0.999	4	16	14	16	2	1	2	0	0	0	0	3	3	3	0	0	2	0	0	0	0	0	2	1	2	0	0	0	0	2	3	2	0	0	2	0	0	0	0	0	2	1	2	0	0	0	0	3	3	3	0	0	2	0	0	0	0	0	2.2638718E7	2.1128228E7	2.358005E7	0.0	0.0	0.0	0.0	2.5833672E7	2.6900122E7	2.8398356E7	1.4978626E7	1.1622329E7	1.3943536E7	1.3234894E7	5043111.0	0.0	0.0	0.0	8311193.0	7814584.0	8701331.0	0.0	0.0	0.0	0.0	9314769.0	9430136.0	1.0222191E7	6443239.5	7029080.5	6463120.0	7751914.0	0.0	0.0	0.0	0.0	
